,title,recipe_amount,recipe_link,recipe_image_link
63,Žaliosios arbatos mačios tiramisu,2 asm.,https://www.15min.lt/maistas/receptas/zaliosios-arbatos-macios-tiramisu-7910,https://s1.15min.lt/static/cache/MjIweDIwMCwsNjE2MTYzLG9yaWdpbmFsLCxpZD00NjI5MjMwJmRhdGU9MjAxOSUyRjA0JTJGMTksMjk2NTIwNjkwMA==/zaliosios-arbatos-matcha-tiramisu-5cb95f5818f85.jpg
64,Skanus ir lengvai pagaminamas varškės pyragas su aguonomis,6 asm.,https://www.15min.lt/maistas/receptas/skanus-ir-lengvai-pagaminamas-varskes-pyragas-su-aguonomis-7908,https://s1.15min.lt/static/cache/MjIweDIwMCwsNjE2MTYzLG9yaWdpbmFsLCxpZD00NTQ0ODg0JmRhdGU9MjAxOSUyRjAzJTJGMDksMTc2MDMwOTAyNQ==/varskes-pyragas-su-aguonomis-5c8418b805540.jpg
65,Purių mielinių rutuliukų duona,6 asm.,https://www.15min.lt/maistas/receptas/puriu-mieliniu-rutuliuku-duona-7906,https://s1.15min.lt/static/cache/MjIweDIwMCw4Nzh4MzI0LDYxNjE2MyxvcmlnaW5hbCwsaWQ9NDU0MDMyNiZkYXRlPTIwMTklMkYwMyUyRjA3LDE2NDkyODc1MTQ=/plesoma-rutuliuku-duona-5c812fdaf10ea.jpg
66,Vištienos sparneliai su citrina ir alaus skonio ryžiais,4 asm.,https://www.15min.lt/maistas/receptas/vistienos-sparneliai-su-citrina-ir-alaus-skonio-ryziais-7904,https://s1.15min.lt/static/cache/MjIweDIwMCwsNjE2MTYzLG9yaWdpbmFsLCxpZD00NTQxNjc4JmRhdGU9MjAxOSUyRjAzJTJGMDgsNDA0NjExMDc1MA==/vistienos-sparneliai-su-citrina-ir-alaus-skonio-ryziais-5c8233d250af7.jpg
67,"Makaronų salotos „Tutti frutti“ su alyvuogėmis, sūriu ir džiovintais pomidorais",5 asm.,https://www.15min.lt/maistas/receptas/makaronu-salotos-tutti-frutti-su-alyvuogemis-suriu-ir-dziovintais-pomidorais-7902,https://s1.15min.lt/static/cache/MjIweDIwMCwsNjE2MTYzLG9yaWdpbmFsLCxpZD00NTQzODEwJmRhdGU9MjAxOSUyRjAzJTJGMDgsMjQ1NTg1ODg3NQ==/makaronu-salotos-5c82c85603af1.jpg
68,Veganiški žemės riešutų plokštukai,6 asm.,https://www.15min.lt/maistas/receptas/veganiski-zemes-riesutu-plokstukai-7900,https://s1.15min.lt/static/cache/MjIweDIwMCwsNjE2MTYzLG9yaWdpbmFsLCxpZD00NTM3NjUwJmRhdGU9MjAxOSUyRjAzJTJGMDcsMzQxNDg4NTEz/zemes-riesutu-plokstukas-5c80c8e2325e5.jpg
69,Veganiška bananų duona,6 asm.,https://www.15min.lt/maistas/receptas/veganiska-bananu-duona-7898,https://s1.15min.lt/static/cache/MjIweDIwMCwsNjE2MTYzLG9yaWdpbmFsLCxpZD00NTQwOTQyJmRhdGU9MjAxOSUyRjAzJTJGMDcsMTg2MjE5MDY5OQ==/salotos-su-silauogemis-5c8183fa19571.jpeg
70,Sicilietiški vištienos maltinukai pomidorų padaže,4 asm.,https://www.15min.lt/maistas/receptas/sicilietiski-vistienos-maltinukai-pomidoru-padaze-7896,https://s1.15min.lt/static/cache/MjIweDIwMCwsNjE2MTYzLG9yaWdpbmFsLCxpZD00NTM2MDk0JmRhdGU9MjAxOSUyRjAzJTJGMDYsNDE3MTgzNDg2NQ==/sicilietiski-vistienos-maltinukai-pomidoru-padaze-5c7fb28f3fe5c.jpg
71,Naminė vytinta vištos krūtinėlė su apelsinais ir viskiu,2 asm.,https://www.15min.lt/maistas/receptas/namine-vytinta-vistos-krutinele-su-apelsinais-ir-viskiu-7894,https://s1.15min.lt/static/cache/MjIweDIwMCwsNjE2MTYzLG9yaWdpbmFsLCxpZD00NTQ3ODEwJmRhdGU9MjAxOSUyRjAzJTJGMTIsNDQ2NDA0NDM=/vytinta-vistos-krutinele-su-apelsinais-ir-viskiu-5c876f9d81629.jpg
72,Kepti ridikėliai garnyrui,4 asm.,https://www.15min.lt/maistas/receptas/kepti-ridikeliai-garnyrui-7892,https://s1.15min.lt/static/cache/MjIweDIwMCwsNjE2MTYzLG9yaWdpbmFsLCxpZD0zOTUyODkyJmRhdGU9MjAxOCUyRjA2JTJGMDYsODE5NjY3NTgz/ridikeliai-5b17d2ef962f5.jpg
73,Marinuoti ridikėliai,4 asm.,https://www.15min.lt/maistas/receptas/marinuoti-ridikeliai-7890,https://s1.15min.lt/static/cache/MjIweDIwMCw0MTN4MTQyLDYxODk3NixvcmlnaW5hbCwsaWQ9MTA5ODc5NSZkYXRlPTIwMTQlMkYwNSUyRjE0LDE4OTY0MDY3NTE=/ridikeliai-5372f5d0d2ec6.jpg
74,Keptas viščiukas su ryžiais ir saldžiosiomis bulvėmis,6 asm.,https://www.15min.lt/maistas/receptas/keptas-visciukas-su-ryziais-ir-saldziosiomis-bulvemis-7888,https://s1.15min.lt/static/cache/MjIweDIwMCw1NDB4NTI5LDYxNjE2MyxvcmlnaW5hbCwsaWQ9NDU1MDM5OCZkYXRlPTIwMTklMkYwMyUyRjEzLDExMjYyMzg5NA==/kepta-vistiena-su-ryziais-5c88cb565b3d8.jpg
75,Kibinai su varške ir saulėje džiovintais pomidorais,4 asm.,https://www.15min.lt/maistas/receptas/kibinai-su-varske-ir-sauleje-dziovintais-pomidorais-7886,https://s1.15min.lt/static/cache/MjIweDIwMCw0Nzd4MzAxLDYxNjE2MyxvcmlnaW5hbCwsaWQ9NDU2NDA1MCZkYXRlPTIwMTklMkYwMyUyRjIwLDIxMzAzMTYxNDQ=/kibinai-su-varske-ir-sauleje-dziovintais-pomidorais-5c91e87895b36.jpg
76,"Gardus, purus ir drėgnas pyragas su aguonomis, aplietas citrininiu glajumi",6 asm.,https://www.15min.lt/maistas/receptas/gardus-purus-ir-dregnas-pyragas-su-aguonomis-aplietas-citrininiu-glajumi-7884,https://s1.15min.lt/static/cache/MjIweDIwMCw0NDB4NDY3LDYxNjE2MyxvcmlnaW5hbCwsaWQ9MzEyNjIzNCZkYXRlPTIwMTclMkYwNiUyRjEyLDE4NzgxODQ4MzA=/lietiniai-su-varske-ir-uogomis-593e947ee7cf8.jpg
77,Spragintų grikių granola,4 asm.,https://www.15min.lt/maistas/receptas/spragintu-grikiu-granola-7882,https://s1.15min.lt/static/cache/MjIweDIwMCwsNjE2MTYzLG9yaWdpbmFsLCxpZD0yODkwNjk4JmRhdGU9MjAxNyUyRjAzJTJGMjAsMjIxMjYzMDkxMQ==/granola-58cfb6b0ba6e7.jpg
78,Citrininis kremas su putpelių kiaušiniais ir medumi,4 asm.,https://www.15min.lt/maistas/receptas/citrininis-kremas-su-putpeliu-kiausiniais-ir-medumi-7880,https://s1.15min.lt/static/cache/MjIweDIwMCwsNjE2MTYzLG9yaWdpbmFsLCxpZD00NTcxMTE4JmRhdGU9MjAxOSUyRjAzJTJGMjIsMzA5MDg0MTU5/citrininis-kremas-su-putpeliu-kiausiniais-ir-medumi-5c950206b4334.jpg
79,Lašiša baltame padaže,4 asm.,https://www.15min.lt/maistas/receptas/lasisa-baltame-padaze-7878,https://s1.15min.lt/static/cache/MjIweDIwMCwsNjE2MTYzLG9yaWdpbmFsLCxpZD00NTczODc0JmRhdGU9MjAxOSUyRjAzJTJGMjUsMjMzMjI2ODc4MA==/lasisa-baltajame-padaze-5c9880ee2c484.jpg
80,„Croque Madame“ – karštas sumuštinis su gaudos sūriu ir kumpiu,2 asm.,https://www.15min.lt/maistas/receptas/croque-madame-karstas-sumustinis-su-gaudos-suriu-ir-kumpiu-7876,https://s1.15min.lt/static/cache/MjIweDIwMCwsNjE2MTYzLG9yaWdpbmFsLCxpZD00NTY5MjA4JmRhdGU9MjAxOSUyRjAzJTJGMjIsNjk3MTc2ODI=/karstas-sumustinis-su-gouda-suriu-ir-kumpiu-5c948fe15ea35.jpg
81,Įdarytos paprikos su daug žolelių ir prieskonių,6 asm.,https://www.15min.lt/maistas/receptas/idarytos-paprikos-su-daug-zoleliu-ir-prieskoniu-7874,https://s1.15min.lt/static/cache/MjIweDIwMCw5MjR4NTY3LDYxNjE2MyxvcmlnaW5hbCwsaWQ9NDU1NDYzMCZkYXRlPTIwMTklMkYwMyUyRjE1LDIxNTA4NjUyMjg=/idarytos-paprikos-5c8b4eee8c1e5.jpg
82,Indiškas lęšių troškinys „Dal“,4 asm.,https://www.15min.lt/maistas/receptas/indiskas-lesiu-troskinys-dal-7872,https://s1.15min.lt/static/cache/MjIweDIwMCwsNjE2MTYzLG9yaWdpbmFsLCxpZD00NTU2ODY4JmRhdGU9MjAxOSUyRjAzJTJGMTYsMTYzMTY2MTc1Nw==/indiskas-lesiu-troskinys-5c8cb0fe447b5.jpg
83,Veganiška granola su datulių ir migdolų riešutų sviesto kremu,4 asm.,https://www.15min.lt/maistas/receptas/veganiska-granola-su-datuliu-ir-migdolu-riesutu-sviesto-kremu-7870,https://s1.15min.lt/static/cache/MjIweDIwMCwsNjE2MTYzLG9yaWdpbmFsLCxpZD00NTUzNDU4JmRhdGU9MjAxOSUyRjAzJTJGMTQsMTU5MjkxNjc2NA==/granola-su-datuliu-ir-migdolu-riesutu-sviesto-kremu-5c8a648437ab1.jpg
84,Lengvas šokoladinis kremas su avokadais,4 asm.,https://www.15min.lt/maistas/receptas/lengvas-sokoladinis-kremas-su-avokadais-7868,https://s1.15min.lt/static/cache/MjIweDIwMCwsNjE2MTYzLG9yaWdpbmFsLCxpZD00NTU4NzYyJmRhdGU9MjAxOSUyRjAzJTJGMTcsMzI3NTc5MzIyMg==/sokoladinis-kremas-su-avokadais-5c8e1d35d11c0.jpg
85,"Sviestiniai močiutės sausainiai, kuriems reikia mėsmalės",4 asm.,https://www.15min.lt/maistas/receptas/sviestiniai-mociutes-sausainiai-kuriems-reikia-mesmales-7866,https://s1.15min.lt/static/cache/MjIweDIwMCwsNjE2MTYzLG9yaWdpbmFsLCxpZD00NTU1MzE4JmRhdGU9MjAxOSUyRjAzJTJGMTUsMzAxNjk4NzI1Mg==/mociutes-sausainiai-5c8b7efdd3dba.jpg
86,Greiti riešutų sviesto saldainiai,3 asm.,https://www.15min.lt/maistas/receptas/greiti-riesutu-sviesto-saldainiai-7864,https://s1.15min.lt/static/cache/MjIweDIwMCwsNjE2MTYzLG9yaWdpbmFsLCxpZD00NTE0MzI4JmRhdGU9MjAxOSUyRjAyJTJGMjUsMjcyNzk3ODM4/su-tahini-marinuoti-kepti-kalafiorai-5c73934d211b8.jpg
87,Veganiški su tahiniu marinuoti orkaitėje kepti kalafiorai,2 asm.,https://www.15min.lt/maistas/receptas/veganiski-su-tahiniu-marinuoti-orkaiteje-kepti-kalafiorai-7862,https://s1.15min.lt/static/cache/MjIweDIwMCwsNjE2MTYzLG9yaWdpbmFsLCxpZD00NTE0MzMwJmRhdGU9MjAxOSUyRjAyJTJGMjUsNTgwNDUxNjQw/su-tahini-marinuoti-kepti-kalafiorai-5c73934d970c0.jpg
88,Jautienos troškinys su meksikietiškais akcentais,1 asm.,https://www.15min.lt/maistas/receptas/jautienos-troskinys-su-meksikietiskais-akcentais-7860,https://s1.15min.lt/static/cache/MjIweDIwMCwsNjE2MzM3LG9yaWdpbmFsLCxpZD00Njg5NzAmZGF0ZT0yMDEyJTJGMDUlMkYwOCw3OTE0MjM5MDI=/sotus-troskinys-4fa8f6d37f614.jpg
89,Veganiški kakaviniai speltų miltų sausainiai,4 asm.,https://www.15min.lt/maistas/receptas/veganiski-kakaviniai-speltu-miltu-sausainiai-7858,https://s1.15min.lt/static/cache/MjIweDIwMCwsNjE2MTYzLG9yaWdpbmFsLCxpZD00NTAzODc2JmRhdGU9MjAxOSUyRjAyJTJGMjAsNDQ2Nzc1ODI3/kakaviniai-speltu-miltu-sausainiai-5c6d2564105ba.jpg
90,Kiniški virtiniai su vištienos ir krevečių įdaru,4 asm.,https://www.15min.lt/maistas/receptas/kiniski-virtiniai-su-vistienos-ir-kreveciu-idaru-7856,https://s1.15min.lt/static/cache/MjIweDIwMCw3Mjl4NTU1LDYxNjE2MyxvcmlnaW5hbCwsaWQ9NDUwNjc4MCZkYXRlPTIwMTklMkYwMiUyRjIxLDE4NzkwNTMxMjc=/kiniski-virtiniai-jiaozi-5c6e907696802.jpg
91,Grikių ir pūstų ryžių granola,4 asm.,https://www.15min.lt/maistas/receptas/grikiu-ir-pustu-ryziu-granola-7854,https://s1.15min.lt/static/cache/MjIweDIwMCwxMTYzeDUyMSw2MTYxNjMsb3JpZ2luYWwsLGlkPTQ1MTA3NjgmZGF0ZT0yMDE5JTJGMDIlMkYyMiw0MTA3Mzg1NjU1/grikiu-ir-pustu-ryziugranola-5c701a3ca1c32.jpeg
92,Orkaitėje kepti topinambai su čiobreliais,2 asm.,https://www.15min.lt/maistas/receptas/orkaiteje-kepti-topinambai-su-ciobreliais-7852,https://s1.15min.lt/static/cache/MjIweDIwMCwsNjE2MTYzLG9yaWdpbmFsLCxpZD00NTExNDIwJmRhdGU9MjAxOSUyRjAyJTJGMjMsMTExMjEwNDczMQ==/orkaiteje-kepti-topinambai-5c71126200af0.jpg
93,Veganiškas sotus daržovių troškinys,1 asm.,https://www.15min.lt/maistas/receptas/veganiskas-sotus-darzoviu-troskinys-7850,https://s1.15min.lt/static/cache/MjIweDIwMCwsNjE2MzUwLG9yaWdpbmFsLCxpZD01NzE0MzYmZGF0ZT0yMDEyJTJGMDklMkYyMCwzMjQxNDg0MjA4/troskinys-505ac3f08cf51.jpg
94,Lazdyno ir migdolų riešutų pyragas su kreminio sūrio įdaru ir šviežiomis uogomis,8 asm.,https://www.15min.lt/maistas/receptas/lazdyno-ir-migdolu-riesutu-pyragas-su-kreminio-surio-idaru-ir-svieziomis-uogomis-7848,https://s1.15min.lt/static/cache/MjIweDIwMCwsNjE2MTYzLG9yaWdpbmFsLCxpZD00NTA5MDI4JmRhdGU9MjAxOSUyRjAyJTJGMjIsMTczNDc2NTUyOA==/jautienos-antrekotas-su-ant-grilio-keptomis-darzovemis-5c6fc5fe03e47.jpg
95,Prabangus šokoladinis tortas su granatais,10 asm.,https://www.15min.lt/maistas/receptas/prabangus-sokoladinis-tortas-su-granatais-7846,https://s1.15min.lt/static/cache/MjIweDIwMCwsNjE2MTYzLG9yaWdpbmFsLCxpZD00NTAzMDY4JmRhdGU9MjAxOSUyRjAyJTJGMTksMjM0OTc2MTA1OA==/sokoladinis-tortas-su-granatais-5c6c1c793d765.jpg
96,Itališkas lengvai pagaminamas vyšnių pyragas,6 asm.,https://www.15min.lt/maistas/receptas/italiskas-lengvai-pagaminamas-vysniu-pyragas-7844,https://s1.15min.lt/static/cache/MjIweDIwMCw3NjR4NTU1LDYxNjE2MyxvcmlnaW5hbCwsaWQ9NDUwNjY0NiZkYXRlPTIwMTklMkYwMiUyRjIxLDM3NzIxMjY3MjM=/vysniu-pyragas-5c6e857db1e86.jpg
97,Itališkas blynelių ir sūrio apkepas „manicotti“,4 asm.,https://www.15min.lt/maistas/receptas/italiskas-blyneliu-ir-surio-apkepas-manicotti-7842,https://s1.15min.lt/static/cache/MjIweDIwMCw4NDZ4Njg3LDYxNjE2MyxvcmlnaW5hbCwsaWQ9NDUwMzYxNiZkYXRlPTIwMTklMkYwMiUyRjIwLDI5MDAxMzAzMjk=/apkepas-manicotti-su-suriu-5c6d11450d531.jpg
98,Puode keptas sultingas viščiukas su indiškais prieskoniais,6 asm.,https://www.15min.lt/maistas/receptas/puode-keptas-sultingas-visciukas-su-indiskais-prieskoniais-7840,https://s1.15min.lt/static/cache/MjIweDIwMCwzMzN4NDI2LDYxNjE2MyxvcmlnaW5hbCwsaWQ9NDUwMTUzNCZkYXRlPTIwMTklMkYwMiUyRjE4LDQwNjU1MTY4MDk=/puode-keptas-visciukas-su-prieskoniais-5c6ad626adbce.jpg
99,Čederio sūrio ir alaus sriuba,6 asm.,https://www.15min.lt/maistas/receptas/cederio-surio-ir-alaus-sriuba-7838,https://s1.15min.lt/static/cache/MjIweDIwMCwsNjE2MTYzLG9yaWdpbmFsLCxpZD00NTAwMzcwJmRhdGU9MjAxOSUyRjAyJTJGMTgsMzg3ODE3ODU4Mw==/cederio-surio-ir-alaus-sriuba-5c6a84cecbdf7.jpg
100,Įdaryta veršio širdis,2 asm.,https://www.15min.lt/maistas/receptas/idaryta-versio-sirdis-7836,https://s1.15min.lt/static/cache/MjIweDIwMCwsNjE2MTYzLG9yaWdpbmFsLCxpZD00NTAwNTUyJmRhdGU9MjAxOSUyRjAyJTJGMTgsMzIyOTAyMTU4NA==/idaryta-versio-sirdis-5c6a96709cfb6.jpg
101,"MInkšti, burnoje tirpstantys imbieriniai keksiukai",6 asm.,https://www.15min.lt/maistas/receptas/minksti-burnoje-tirpstantys-imbieriniai-keksiukai-7834,https://s1.15min.lt/static/cache/MjIweDIwMCw3ODN4NTEwLDYxNjE2MyxvcmlnaW5hbCwsaWQ9NDQ3NzQwOCZkYXRlPTIwMTklMkYwMiUyRjA1LDM3NjE1MDIwOA==/imbieriniai-keksiukai-5c59f35295c35.jpg
102,Šokoladinis pyragas su alyvuogių aliejumi,8 asm.,https://www.15min.lt/maistas/receptas/sokoladinis-pyragas-su-alyvuogiu-aliejumi-7832,https://s1.15min.lt/static/cache/MjIweDIwMCwsNjE2MTYzLG9yaWdpbmFsLCxpZD00NDk3NTY0JmRhdGU9MjAxOSUyRjAyJTJGMTYsMzA3MTIwNTk2MA==/sokoladinis-pyragas-su-alyvuogiu-aliejumi-5c683e3adfe5a.jpeg
103,Sausainiai „Kačių liežuvėliai“ iš 4 ingredientų,4 asm.,https://www.15min.lt/maistas/receptas/sausainiai-kaciu-liezuveliai-is-4-ingredientu-7830,https://s1.15min.lt/static/cache/MjIweDIwMCwsNjE2MTYzLG9yaWdpbmFsLCxpZD00NTEwNzc4JmRhdGU9MjAxOSUyRjAyJTJGMjIsMjkwMTc4OTk4NQ==/sausainiai-kaciu-liezuveliai-5c701b97139fe.jpg
104,Avižinių dribsnių kvadratėliai su datulėmis,4 asm.,https://www.15min.lt/maistas/receptas/aviziniu-dribsniu-kvadrateliai-su-datulemis-7828,https://s1.15min.lt/static/cache/MjIweDIwMCw2MzB4NTI1LDYxNjE2MyxvcmlnaW5hbCwsaWQ9NDUxNDc2MCZkYXRlPTIwMTklMkYwMiUyRjI1LDQxNDg0MDA4NzE=/aviziniu-dribsniu-kvadrateliai-5c73b78789527.jpg
105,Zrazai su raugintų agurkų ir svogūnų įdaru,4 asm.,https://www.15min.lt/maistas/receptas/zrazai-su-raugintu-agurku-ir-svogunu-idaru-7826,https://s1.15min.lt/static/cache/MjIweDIwMCw3MjV4NjIwLDYxNjE2MyxvcmlnaW5hbCwsaWQ9NDUyMDgwOCZkYXRlPTIwMTklMkYwMiUyRjI4LDM1NTU2MzMzNzg=/zrazai-5c779a799ec5f.jpg
106,Lengvutis šokoladinis vyniotinis su grietinėlės įdaru,6 asm.,https://www.15min.lt/maistas/receptas/lengvutis-sokoladinis-vyniotinis-su-grietineles-idaru-7822,https://s1.15min.lt/static/cache/MjIweDIwMCw2NzB4NTk3LDYxNjE2MyxvcmlnaW5hbCwsaWQ9NDUxODk1OCZkYXRlPTIwMTklMkYwMiUyRjI3LDEwMzAwMTYxNjM=/sokoladinis-vyniotinis-5c765bfd6515f.jpg
107,Menkė su aštriu grybų padažu indiškai,4 asm.,https://www.15min.lt/maistas/receptas/menke-su-astriu-grybu-padazu-indiskai-7820,https://s1.15min.lt/static/cache/MjIweDIwMCwsNjE2MTYzLG9yaWdpbmFsLCxpZD00NTI1MjI2JmRhdGU9MjAxOSUyRjAzJTJGMDEsMzA1MjU0NTYw/menke-su-astriu-grybu-padazu-indiskai-5c797ed51d330.jpg
108,Pasakiškas raudonųjų apelsinų keksas,10 asm.,https://www.15min.lt/maistas/receptas/pasakiskas-raudonuju-apelsinu-keksas-7818,https://s1.15min.lt/static/cache/MjIweDIwMCwsNjE2MTYzLG9yaWdpbmFsLCxpZD00NTE2Mzc2JmRhdGU9MjAxOSUyRjAyJTJGMjUsMTM2MzEyNjI1Nw==/raudonuju-apelsinu-keksas-5c744350d01d8.jpg
109,Naminiai beigeliai,5 asm.,https://www.15min.lt/maistas/receptas/naminiai-beigeliai-7816,https://s1.15min.lt/static/cache/MjIweDIwMCwsNjE2MTYzLG9yaWdpbmFsLCxpZD00NTI0ODQwJmRhdGU9MjAxOSUyRjAzJTJGMDEsNDIxMDUyMjYzOA==/beigeliai-5c79576363aa1.jpg
110,Veganiška „lašiša“ iš morkų,4 asm.,https://www.15min.lt/maistas/receptas/veganiska-lasisa-is-morku-7814,https://s1.15min.lt/static/cache/MjIweDIwMCwsNjE2MTYzLG9yaWdpbmFsLCxpZD00NTIxNjc0JmRhdGU9MjAxOSUyRjAyJTJGMjgsMTQxODcyNzUwNg==/veganiskos-lasisos-sumustiniai-5c77cf7abe4ba.jpg
111,Bulvių ir cukinijų blynai,2 asm.,https://www.15min.lt/maistas/receptas/bulviu-ir-cukiniju-blynai-7812,https://s1.15min.lt/static/cache/MjIweDIwMCwzNTR4NjA3LDYxNjE2MyxvcmlnaW5hbCwsaWQ9NDUyNjY1OCZkYXRlPTIwMTklMkYwMyUyRjAzLDI0MjA1Mzk2MTA=/bulviu-ir-cukiniju-blynai-5c7b9456a4197.jpg
112,Bretoniškos tešlos pyragas su kreminiu šaldytų uogų įdaru,8 asm.,https://www.15min.lt/maistas/receptas/bretoniskos-teslos-pyragas-su-kreminiu-saldytu-uogu-idaru-7810,https://s1.15min.lt/static/cache/MjIweDIwMCwsNjE2MTYzLG9yaWdpbmFsLCxpZD00NDkzNzA0JmRhdGU9MjAxOSUyRjAyJTJGMTUsMzYzMDYwNTUwOA==/antienos-krutinele-su-balzaminiame-acte-karamelizuotais-vysniniais-pomidoriukais-5c667a4af0354.jpg
113,Pagreitintas čili troškinys,2 asm.,https://www.15min.lt/maistas/receptas/pagreitintas-cili-troskinys-7808,https://s1.15min.lt/static/cache/MjIweDIwMCwsNjE2MTYzLG9yaWdpbmFsLCxpZD00NDk2MTU4JmRhdGU9MjAxOSUyRjAyJTJGMTYsOTM5ODIwNjU3/pagreitintas-cili-troskinys-5c67d245b9351.jpg
114,Antienos krūtinėlė su balzaminiame acte karamelizuotais vyšniniais pomidoriukais,2 asm.,https://www.15min.lt/maistas/receptas/antienos-krutinele-su-balzaminiame-acte-karamelizuotais-vysniniais-pomidoriukais-7806,https://s1.15min.lt/static/cache/MjIweDIwMCwsNjE2MTYzLG9yaWdpbmFsLCxpZD00NDkzNzAwJmRhdGU9MjAxOSUyRjAyJTJGMTUsMzM5OTQ1ODk0Mw==/antienos-krutinele-su-balzaminiame-acte-karamelizuotais-vysniniais-pomidoriukais-5c667a4a1c623.jpg
115,Šventinis keksas su Gediminaičių stulpais,6 asm.,https://www.15min.lt/maistas/receptas/sventinis-keksas-su-gediminaiciu-stulpais-7804,https://s1.15min.lt/static/cache/MjIweDIwMCwsNjE2MTYzLG9yaWdpbmFsLCxpZD00NDg3MzQ2JmRhdGU9MjAxOSUyRjAyJTJGMTIsODUwNzkxNjQw/keksas-su-gediminaiciu-stulpais-5c62a24046217.jpg
116,Pica bulviniu padu,2 asm.,https://www.15min.lt/maistas/receptas/pica-bulviniu-padu-7802,https://s1.15min.lt/static/cache/MjIweDIwMCwsNjE2MTYzLG9yaWdpbmFsLCxpZD00NDg1MjA2JmRhdGU9MjAxOSUyRjAyJTJGMTEsMzA0MjM3MTc2OQ==/pica-bulviniu-padu-5c613b22c8dba.jpg
117,Karštas šokoladas su aitriąja paprika,4 asm.,https://www.15min.lt/maistas/receptas/karstas-sokoladas-su-aitriaja-paprika-7800,https://s1.15min.lt/static/cache/MjIweDIwMCw3NTB4NTEwLDYxNjE2MyxvcmlnaW5hbCwsaWQ9NDQ4OTEwNCZkYXRlPTIwMTklMkYwMiUyRjEzLDExMjY5NDcyODI=/karstas-sokoladas-su-cili-pipirais-5c63d337becdc.jpg
118,Baklažanų ir avinžirnių tadžinas su abrikosais ir apelsinais,2 asm.,https://www.15min.lt/maistas/receptas/baklazanu-ir-avinzirniu-tadzinas-su-abrikosais-ir-apelsinais-7798,https://s1.15min.lt/static/cache/MjIweDIwMCwsNjE2MTYzLG9yaWdpbmFsLCxpZD00NDg2NzA4JmRhdGU9MjAxOSUyRjAyJTJGMTIsMTAxNzIwNjc0OA==/baklazanu-ir-avinzirniu-tadzinas-5c62776cea094.jpeg
119,Desertas „Pavlova“ su spanguolėmis ir aguonomis,10 asm.,https://www.15min.lt/maistas/receptas/desertas-pavlova-su-spanguolemis-ir-aguonomis-7796,https://s1.15min.lt/static/cache/MjIweDIwMCwsNjE2MTYzLG9yaWdpbmFsLCxpZD00NDc5Mzc4JmRhdGU9MjAxOSUyRjAyJTJGMDYsMTE3NjI2MzA0MQ==/desertas-pavlova-su-spanguolemis-ir-aguonomis-5c5b4422577e9.jpg
120,Kepti medumi glazūruoti kiaulienos šonkauliukai,2 asm.,https://www.15min.lt/maistas/receptas/kepti-medumi-glazuruoti-kiaulienos-sonkauliukai-7794,https://s1.15min.lt/static/cache/MjIweDIwMCwsNjE2MTYzLG9yaWdpbmFsLCxpZD00NDcyMDk4JmRhdGU9MjAxOSUyRjAyJTJGMDMsMjAwODYwNTM=/kepti-medumi-glazuruoti-kiaulienos-sonkauliukai-5c571f8a23bd7.jpg
121,Veganiški traškūs sausainiai su aguonomis,6 asm.,https://www.15min.lt/maistas/receptas/veganiski-traskus-sausainiai-su-aguonomis-7792,https://s1.15min.lt/static/cache/MjIweDIwMCwsNjE2MTYzLG9yaWdpbmFsLCxpZD00NDc2NjkyJmRhdGU9MjAxOSUyRjAyJTJGMDUsMjkxMzY4MDQ0Ng==/traskus-sausainiai-su-aguonomis-5c5997b8f1863.jpg
122,Trapūs žemės riešutų sviesto sausainiai su rūkyta paprika,6 asm.,https://www.15min.lt/maistas/receptas/trapus-zemes-riesutu-sviesto-sausainiai-su-rukyta-paprika-7790,https://s1.15min.lt/static/cache/MjIweDIwMCwzOTV4Mzc2LDYxNjE2MyxvcmlnaW5hbCwsaWQ9NDQ3NTQ4NCZkYXRlPTIwMTklMkYwMiUyRjA0LDIyODkzNzUyOTY=/riesutu-sviesto-sausainiai-5c5899d80b637.jpg
123,Keptos kiaulių uodegos rytietiškame marinate,4 asm.,https://www.15min.lt/maistas/receptas/keptos-kiauliu-uodegos-rytietiskame-marinate-7788,https://s1.15min.lt/static/cache/MjIweDIwMCwsNjE2MTYzLG9yaWdpbmFsLCxpZD00NDc2MzA0JmRhdGU9MjAxOSUyRjAyJTJGMDUsMTg1OTI2ODczNQ==/keptos-kiauliu-uodegos-rytietiskame-marinate-5c595f26efe67.jpg
124,Karštas šokoladas su kardamonu,2 asm.,https://www.15min.lt/maistas/receptas/karstas-sokoladas-su-kardamonu-7786,https://s1.15min.lt/static/cache/MjIweDIwMCwsNjE2MzUwLG9yaWdpbmFsLCxpZD05NjE2OTAmZGF0ZT0yMDEzJTJGMTElMkYyNiw0MTE3OTU0MTQz/karstas-gerimas-52947b27acc87.jpg
125,Karštas šokoladas su cinamonu,2 asm.,https://www.15min.lt/maistas/receptas/karstas-sokoladas-su-cinamonu-7784,https://s1.15min.lt/static/cache/MjIweDIwMCwsNjE2MTYzLG9yaWdpbmFsLCxpZD00NDUzNTE0JmRhdGU9MjAxOSUyRjAxJTJGMjQsODAyMjE2Nzk0/karstas-sokoladas-5c4979ff31a82.jpg
