,title,recipe_amount,recipe_link,recipe_image_link
0,Varškės sausainiai be pridėtinio cukraus,4 asm.,https://www.15min.lt/maistas/receptas/varskes-sausainiai-be-pridetinio-cukraus-8036,https://s1.15min.lt/static/cache/MjIweDIwMCwsNjE2MTYzLG9yaWdpbmFsLCxpZD00NjUwMzU0JmRhdGU9MjAxOSUyRjA0JTJGMzAsMjYzOTU3NjIwNA==/varskes-sausainiai-5cc847e1de7b9.jpg
1,Avienos kotletukai su pistacijomis ir gražgarstėmis,4 asm.,https://www.15min.lt/maistas/receptas/avienos-kotletukai-su-pistacijomis-ir-grazgarstemis-8034,https://s1.15min.lt/static/cache/MjIweDIwMCwxMTk5eDUzNyw2MTYxNjMsb3JpZ2luYWwsLGlkPTQ2NDgyNzImZGF0ZT0yMDE5JTJGMDQlMkYyOSw2MDAyODY1MjY=/kotletai-5cc74038ef474.jpg
2,"Sausainiai su virtais kiaušiniais, šokoladu ir kokosais",4 asm.,https://www.15min.lt/maistas/receptas/sausainiai-su-virtais-kiausiniais-sokoladu-ir-kokosais-8032,https://s1.15min.lt/static/cache/MjIweDIwMCwsNjE2MTYzLG9yaWdpbmFsLCxpZD00NjQ0MTA4JmRhdGU9MjAxOSUyRjA0JTJGMjcsMTIwMjg2NDA5MQ==/sausainiai-su-virtais-kiausiniais-sokoladu-ir-kokosais-5cc40a6498920.jpg
3,Veganiška smidrų tarta,4 asm.,https://www.15min.lt/maistas/receptas/veganiska-smidru-tarta-8030,https://s1.15min.lt/static/cache/MjIweDIwMCwsNjE2MTYzLG9yaWdpbmFsLCxpZD00NjQ2MDQyJmRhdGU9MjAxOSUyRjA0JTJGMjksMjE0NDcxMDQxMg==/augalingo-surio-tortas-su-vysniomis-ir-sokoladu-5cc6a151a52bd.jpg
4,Šokoladinis pyragas su avižiniais dribsniais,6 asm.,https://www.15min.lt/maistas/receptas/sokoladinis-pyragas-su-aviziniais-dribsniais-8028,https://s1.15min.lt/static/cache/MjIweDIwMCwsNjE2MTYzLG9yaWdpbmFsLCxpZD00NjM5NTY4JmRhdGU9MjAxOSUyRjA0JTJGMjUsNzk1ODQ0MjM0/liutauras-ceprackas-ir-sokoladinis-pyragas-5cc174c553e3b.jpg
5,Grietinėje kepti kiaušiniai,2 asm.,https://www.15min.lt/maistas/receptas/grietineje-kepti-kiausiniai-8026,https://s1.15min.lt/static/cache/MjIweDIwMCwsNjE2MTYzLG9yaWdpbmFsLCxpZD00NjQ2ODQ0JmRhdGU9MjAxOSUyRjA0JTJGMjksMjMwMzg0Njg5Mg==/grietineje-kepti-kiausiniai-5cc6c7c810362.jpg
6,Indiškas apelsinų šerbetas,4 asm.,https://www.15min.lt/maistas/receptas/indiskas-apelsinu-serbetas-8024,https://s1.15min.lt/static/cache/MjIweDIwMCwsNjE2MTYzLG9yaWdpbmFsLCxpZD00NjQ0MTAwJmRhdGU9MjAxOSUyRjA0JTJGMjcsMTY0ODM3NTQ2OQ==/indiskas-apelsinu-serbetas-5cc3ff3ee41a4.jpg
7,Šokoladiniai saldainiai su avietiniu įdaru be pridėtinio cukraus,3 asm.,https://www.15min.lt/maistas/receptas/sokoladiniai-saldainiai-su-avietiniu-idaru-be-pridetinio-cukraus-8022,https://s1.15min.lt/static/cache/MjIweDIwMCwsNjE2MTYzLG9yaWdpbmFsLCxpZD00NjQyMTc4JmRhdGU9MjAxOSUyRjA0JTJGMjYsMzg0NzMxNjMxNw==/sokoladiniai-saldainiai-su-avietiniu-idaru-5cc2bd9d92761.jpeg
8,Ant grotelių kepti jautienos šonkauliai su rūkyta paprika ir obuolių sultimis,6 asm.,https://www.15min.lt/maistas/receptas/ant-groteliu-kepti-jautienos-sonkauliai-su-rukyta-paprika-ir-obuoliu-sultimis-8020,https://s1.15min.lt/static/cache/MjIweDIwMCwsNjE2MTYzLG9yaWdpbmFsLCxpZD00NjQwMzA2JmRhdGU9MjAxOSUyRjA0JTJGMjUsNDI3NjI5NzcxMw==/kepti-jautienos-sonkauliai-5cc1a6b72f11f.jpg
9,Nekeptas karamelinis tortas su karamelizuotais riešutais,8 asm.,https://www.15min.lt/maistas/receptas/nekeptas-karamelinis-tortas-su-karamelizuotais-riesutais-8018,https://s1.15min.lt/static/cache/MjIweDIwMCw0Njl4MjU5LDYxNjE2MyxvcmlnaW5hbCwsaWQ9NDYyMjQyOCZkYXRlPTIwMTklMkYwNCUyRjE2LDE0NTIxOTY5MzY=/nekeptas-karamelinis-tortas-su-karamelizuotais-riesutais-5cb580240c02e.jpg
10,Veganiškas nekeptas riešutinis-bananinis tortas,8 asm.,https://www.15min.lt/maistas/receptas/veganiskas-nekeptas-riesutinis-bananinis-tortas-8016,https://s1.15min.lt/static/cache/MjIweDIwMCwsNjE2MTYzLG9yaWdpbmFsLCxpZD00NjQ4MzA2JmRhdGU9MjAxOSUyRjA0JTJGMjksNjI2NTUyNjc2/veganiskas-nekeptas-bananinis-riesutinis-tortas-5cc7438723ea1.jpg
11,Bananų duona be pridėtinio cukraus,6 asm.,https://www.15min.lt/maistas/receptas/bananu-duona-be-pridetinio-cukraus-8014,https://s1.15min.lt/static/cache/MjIweDIwMCwzNDR4MjI5LDYxNjE2MyxvcmlnaW5hbCwsaWQ9NDY0OTI3OCZkYXRlPTIwMTklMkYwNCUyRjMwLDMyNzcxNjI3NA==/bananu-duona-be-pridetinio-cukraus-5cc7f6bdb6190.jpg
12,Labai paprastas nekeptas bananų-meduolių desertas,4 asm.,https://www.15min.lt/maistas/receptas/labai-paprastas-nekeptas-bananu-meduoliu-desertas-8012,https://s1.15min.lt/static/cache/MjIweDIwMCw1Nzl4NTg4LDYxNjE2MyxvcmlnaW5hbCwsaWQ9NDY1MjM3NiZkYXRlPTIwMTklMkYwNSUyRjAyLDM4NzMzMTc2NA==/bananinis-desertas-5cca8edd23fdd.jpg
13,Kepta lašiša su žolelių ir citrinos padažu,4 asm.,https://www.15min.lt/maistas/receptas/kepta-lasisa-su-zoleliu-ir-citrinos-padazu-8010,https://s1.15min.lt/static/cache/MjIweDIwMCw4NTR4NTgyLDYxNjE2MyxvcmlnaW5hbCwsaWQ9NDY1NTg3NCZkYXRlPTIwMTklMkYwNSUyRjAzLDM2ODE2MjkyNDE=/lasisos-kepsnys-su-padazu-5ccc2e97218bb.jpg
14,Minkštas rabarbarų pyragas su trupinių kepure,6 asm.,https://www.15min.lt/maistas/receptas/minkstas-rabarbaru-pyragas-su-trupiniu-kepure-8008,https://s1.15min.lt/static/cache/MjIweDIwMCwsNjE2MTYzLG9yaWdpbmFsLCxpZD00NjU2NDMwJmRhdGU9MjAxOSUyRjA1JTJGMDMsMTExNzg0NTkwOQ==/rabarbaru-pyragas-su-trupiniu-kepure-5ccc4728d7f1d.jpg
15,Airiška bulvių ir kopūstų košė „colcannon“,4 asm.,https://www.15min.lt/maistas/receptas/airiska-bulviu-ir-kopustu-kose-colcannon-8006,https://s1.15min.lt/static/cache/MjIweDIwMCwsNjE2MTYzLG9yaWdpbmFsLCxpZD00NjU3MTc2JmRhdGU9MjAxOSUyRjA1JTJGMDQsMTgxNzM2NzY5Ng==/airiska-bulviu-ir-kopustu-kose-colcannon-5ccd44d67ea91.jpg
16,"Greiti špinatų, bulvių ir varškės kotletukai",4 asm.,https://www.15min.lt/maistas/receptas/greiti-spinatu-bulviu-ir-varskes-kotletukai-8004,https://s1.15min.lt/static/cache/MjIweDIwMCw3ODJ4NDk2LDYxNjE2MyxvcmlnaW5hbCwsaWQ9NDY0NjcwNiZkYXRlPTIwMTklMkYwNCUyRjI5LDYxMDMwODA1NA==/kotletukai-su-spinatais-5cc6bd5122e1a.jpg
17,Įspūdingi žalieji keksiukai „Samanotas miškas“,6 asm.,https://www.15min.lt/maistas/receptas/ispudingi-zalieji-keksiukai-samanotas-miskas-8002,https://s1.15min.lt/static/cache/MjIweDIwMCwsNjE2MTYzLG9yaWdpbmFsLCxpZD00NjI0NDU4JmRhdGU9MjAxOSUyRjA0JTJGMTcsMzYyMTk2MDc2MQ==/keksiukai-samanotas-miskas-5cb6ca4ec24e3.jpg
18,Pikantiškos morkų salotos su feta ir mėtomis,4 asm.,https://www.15min.lt/maistas/receptas/pikantiskos-morku-salotos-su-feta-ir-metomis-8000,https://s1.15min.lt/static/cache/MjIweDIwMCw2NDB4NDgxLDYxNjE2MyxvcmlnaW5hbCwsaWQ9NDY1OTQ5MCZkYXRlPTIwMTklMkYwNSUyRjA2LDE4NzU1MTkwODQ=/morku-salotos-5ccfd83693673.jpg
19,"Gruziniški chačiapuriai, kuriems neįmanoma atsispirti",4 asm.,https://www.15min.lt/maistas/receptas/gruziniski-chaciapuriai-kuriems-neimanoma-atsispirti-7998,https://s1.15min.lt/static/cache/MjIweDIwMCwsNjE2MTYzLG9yaWdpbmFsLCxpZD00NjU5MzUwJmRhdGU9MjAxOSUyRjA1JTJGMDUsMTI4NTQ2MTMxOQ==/gruziniskas-skanestas-chaciapuri-5ccf3a8e789a2.jpg
20,"Dilgėlių, garšvų ir kiaulpienių pyragas",4 asm.,https://www.15min.lt/maistas/receptas/dilgeliu-garsvu-ir-kiaulpieniu-pyragas-7996,https://s1.15min.lt/static/cache/MjIweDIwMCwsNjE2MTYzLG9yaWdpbmFsLCxpZD00NjIxMDAwJmRhdGU9MjAxOSUyRjA0JTJGMTUsMzIxOTY4MzY1Ng==/dilgeliu-garsvu-ir-kiaulpieniu-pyragas-5cb4624feb0ca.jpg
21,Vafliai su špinatais ir pomidorais,2 asm.,https://www.15min.lt/maistas/receptas/vafliai-su-spinatais-ir-pomidorais-7994,https://s1.15min.lt/static/cache/MjIweDIwMCwsNjE2MTYzLG9yaWdpbmFsLCxpZD00NTc4NzM4JmRhdGU9MjAxOSUyRjAzJTJGMjcsNDA3MTg5MzI2Nw==/naminiai-vafliai-5c9b4aaaa6af5.jpg
22,Sveikuoliški avižų vafliai be glitimo,2 asm.,https://www.15min.lt/maistas/receptas/sveikuoliski-avizu-vafliai-be-glitimo-7992,https://s1.15min.lt/static/cache/MjIweDIwMCwsNjE2MTYzLG9yaWdpbmFsLCxpZD00NTc4NzM2JmRhdGU9MjAxOSUyRjAzJTJGMjcsNTYxNzE4Njkx/naminiai-vafliai-5c9b4aaa039cd.jpg
23,Kavos kremas su plakta grietinėle,6 asm.,https://www.15min.lt/maistas/receptas/kavos-kremas-su-plakta-grietinele-7990,https://s1.15min.lt/static/cache/MjIweDIwMCw2NzN4MzY1LDYxNjE2MyxvcmlnaW5hbCwsaWQ9NDU4NDExOCZkYXRlPTIwMTklMkYwMyUyRjI5LDk0NzIyMTI4OQ==/kavos-kremas-su-plakta-grietinele-5c9e0befbaa08.jpg
24,Kavos ir graikinių riešutų pyragas,6 asm.,https://www.15min.lt/maistas/receptas/kavos-ir-graikiniu-riesutu-pyragas-7988,https://s1.15min.lt/static/cache/MjIweDIwMCwsNjE2MTYzLG9yaWdpbmFsLCxpZD00NTg0MTE2JmRhdGU9MjAxOSUyRjAzJTJGMjksMTU0NDEyNjExMg==/kavos-ir-graikiniu-riesutu-pyragas-5c9e0bef6e624.jpg
25,„Panna Cotta“ su kava,4 asm.,https://www.15min.lt/maistas/receptas/panna-cotta-su-kava-7986,https://s1.15min.lt/static/cache/MjIweDIwMCwsNjE2MTYzLG9yaWdpbmFsLCxpZD00NTg0MTIwJmRhdGU9MjAxOSUyRjAzJTJGMjksMjQ3MTI4NjMxMA==/panna-cotta-su-kava-5c9e0bf002aa1.jpg
26,Puri žydiška pynutė „Challah“,4 asm.,https://www.15min.lt/maistas/receptas/puri-zydiska-pynute-challah-7984,https://s1.15min.lt/static/cache/MjIweDIwMCwsNjE2MTYzLG9yaWdpbmFsLCxpZD00NTc5MDI2JmRhdGU9MjAxOSUyRjAzJTJGMjcsMzI1MTYxNzAwMg==/zydiska-pynute-chala-5c9b6b09154a5.jpg
27,Gaivusis žaliųjų citrinų pyragas,8 asm.,https://www.15min.lt/maistas/receptas/gaivusis-zaliuju-citrinu-pyragas-7982,https://s1.15min.lt/static/cache/MjIweDIwMCwsNjE2MTYzLG9yaWdpbmFsLCxpZD00NTc3NTg4JmRhdGU9MjAxOSUyRjAzJTJGMjYsMTg1Mjg5NDQ1/zaliuju-citrinu-pyragas-5c9a36333f7c7.jpg
28,Tortilijos suktinukai su vištiena ir šviežiomis daržovėmis,2 asm.,https://www.15min.lt/maistas/receptas/tortilijos-suktinukai-su-vistiena-ir-svieziomis-darzovemis-7980,https://s1.15min.lt/static/cache/MjIweDIwMCwzMzF4Mzk3LDYxNjE2MyxvcmlnaW5hbCwsaWQ9NDU3Mzc3NiZkYXRlPTIwMTklMkYwMyUyRjI1LDM5MzAzMzk2MDY=/tortilijos-suktinukai-su-vistiena-ir-svieziomis-darzovemis-5c987d6056d0b.jpg
29,"Veganiška duonos, pupelių ir obuolių mišrainė",4 asm.,https://www.15min.lt/maistas/receptas/veganiska-duonos-pupeliu-ir-obuoliu-misraine-7978,https://s1.15min.lt/static/cache/MjIweDIwMCwsNjE2MTYzLG9yaWdpbmFsLCxpZD00NTc4NDA0JmRhdGU9MjAxOSUyRjAzJTJGMjcsMjMxNzUyOTI1MQ==/duonos-pupeliu-ir-obuoliu-misraine-5c9b38727f28b.jpg
30,Vytinta kiaulienos išpjova su žaliąja citrina ir džinu,4 asm.,https://www.15min.lt/maistas/receptas/vytinta-kiaulienos-ispjova-su-zaliaja-citrina-ir-dzinu-7976,https://s1.15min.lt/static/cache/MjIweDIwMCwsNjE2MTYzLG9yaWdpbmFsLCxpZD00NTczNTE2JmRhdGU9MjAxOSUyRjAzJTJGMjQsNDA1NDMxODA1NA==/vytinta-kiaulienos-ispjova-5c97b47cbb28c.jpg
31,Japoniškas grilio viščiukas „jakitori“,4 asm.,https://www.15min.lt/maistas/receptas/japoniskas-grilio-visciukas-jakitori-7974,https://s1.15min.lt/static/cache/MjIweDIwMCwsNjE2MTYzLG9yaWdpbmFsLCxpZD00NTgyODc2JmRhdGU9MjAxOSUyRjAzJTJGMjksODQ5MjYzMzg=/japoniskas-vistienos-patiekalas-jakitori-5c9dc706277e2.jpg
32,Šokoladinis burokėlių pyragas su grikiais,8 asm.,https://www.15min.lt/maistas/receptas/sokoladinis-burokeliu-pyragas-su-grikiais-7972,https://s1.15min.lt/static/cache/MjIweDIwMCwsNzQyMzQwLG9yaWdpbmFsLCxpZD0zMzU0MDc2JmRhdGU9MjAxNyUyRjA5JTJGMTgsMzA1NTE3MDMwMQ==/40008946_l-59bf7224e7e29.jpg
33,"Varškės pyragas, idealiai tinkantis Velykoms",8 asm.,https://www.15min.lt/maistas/receptas/varskes-pyragas-idealiai-tinkantis-velykoms-7970,https://s1.15min.lt/static/cache/MjIweDIwMCwzNzN4NTcyLDYxNjE2MyxvcmlnaW5hbCwsaWQ9NDU4NzEyNiZkYXRlPTIwMTklMkYwMyUyRjMwLDI1NzQ1NTg0Nw==/sventinis-varskes-pyragas-5c9fbb13b4c32.jpg
34,Nuostabiai šokoladinis klasikinis braunis,6 asm.,https://www.15min.lt/maistas/receptas/nuostabiai-sokoladinis-klasikinis-braunis-7968,https://s1.15min.lt/static/cache/MjIweDIwMCwzOTV4MjAyLDYxNjE2MyxvcmlnaW5hbCwsaWQ9NDU5MDI3OCZkYXRlPTIwMTklMkYwNCUyRjAyLDEyMjkxMDI4ODg=/sokoladinis-skanestas-braunis-5ca2ff12acf21.jpg
35,Žemoje temperatūroje keptuvėje kepti burokėliai,2 asm.,https://www.15min.lt/maistas/receptas/zemoje-temperaturoje-keptuveje-kepti-burokeliai-7966,https://s1.15min.lt/static/cache/MjIweDIwMCwsNjE2MTYzLG9yaWdpbmFsLCxpZD00NTg5Nzc2JmRhdGU9MjAxOSUyRjA0JTJGMDEsMzYzOTg4ODc4OA==/keptuveje-kepti-burokeliai-5ca216b4d731a.jpg
36,Kiaulienos išpjova su česnakiniu medaus glajumi,4 asm.,https://www.15min.lt/maistas/receptas/kiaulienos-ispjova-su-cesnakiniu-medaus-glajumi-7964,https://s1.15min.lt/static/cache/MjIweDIwMCwsNjE2MTYzLG9yaWdpbmFsLCxpZD00NjAwNDk2JmRhdGU9MjAxOSUyRjA0JTJGMDUsNDAyMjAwNTIyMg==/kiaulienos-ispjova-su-cesnakiniu-medaus-glajumi-2-5ca78a3e2e6c2.jpg
37,"Kreminės žirnelių, šoninės ir čederio sūrio salotos",4 asm.,https://www.15min.lt/maistas/receptas/kremines-zirneliu-sonines-ir-cederio-surio-salotos-7962,https://s1.15min.lt/static/cache/MjIweDIwMCwsNjE2MTYzLG9yaWdpbmFsLCxpZD00NjAwNTAyJmRhdGU9MjAxOSUyRjA0JTJGMDUsMzM2MTQyMzY4OQ==/kremines-zirneliu-sonines-ir-cederio-surio-salotos-5ca78a3ef28cb.jpg
38,Įdarytos kiaušinių puselės su „prosciutto“ traškučiu,6 asm.,https://www.15min.lt/maistas/receptas/idarytos-kiausiniu-puseles-su-prosciutto-traskuciu-7960,https://s1.15min.lt/static/cache/MjIweDIwMCwsNjE2MTYzLG9yaWdpbmFsLCxpZD00NjAwNDkyJmRhdGU9MjAxOSUyRjA0JTJGMDUsNDI0OTA4NjMwMQ==/idarytos-kiausiniu-puseles-su-prosciutto-traskuciu-5ca78a3dafcb5.jpg
39,Lengvai paruošiamas kokosinis kremas,4 asm.,https://www.15min.lt/maistas/receptas/lengvai-paruosiamas-kokosinis-kremas-7958,https://s1.15min.lt/static/cache/MjIweDIwMCwsNjE2MTYzLG9yaWdpbmFsLCxpZD00NTk5ODI4JmRhdGU9MjAxOSUyRjA0JTJGMDUsMjQ4ODU0OTI0Mw==/kokosinis-kremas-5ca75a17d41ca.jpg
40,Neminkyta duona su ruginiais miltais,4 asm.,https://www.15min.lt/maistas/receptas/neminkyta-duona-su-ruginiais-miltais-7956,https://s1.15min.lt/static/cache/MjIweDIwMCwsNjE2MTYzLG9yaWdpbmFsLCxpZD00NTkxMTg2JmRhdGU9MjAxOSUyRjA0JTJGMDIsMTIwMzE1MDQ0/neminkyta-duona-5ca334633b987.jpg
41,Apverstas džiovintų abrikosų pyragas,6 asm.,https://www.15min.lt/maistas/receptas/apverstas-dziovintu-abrikosu-pyragas-7954,https://s1.15min.lt/static/cache/MjIweDIwMCwsNjE2MTYzLG9yaWdpbmFsLCxpZD00NTk5NzAyJmRhdGU9MjAxOSUyRjA0JTJGMDUsMjIxMzkwMjAw/apverstas-dziovintu-abrikosu-pyragas-5ca753b02ed2d.jpg
42,Naminis avokadų majonezas,4 asm.,https://www.15min.lt/maistas/receptas/naminis-avokadu-majonezas-7952,https://s1.15min.lt/static/cache/MjIweDIwMCw1NTV4NjA0LDYxNjE2MyxvcmlnaW5hbCwsaWQ9NDYwNDA0NiZkYXRlPTIwMTklMkYwNCUyRjA4LDE4OTU3MDA3Njc=/naminis-avokadu-majonezas-5caae9abb992a.jpg
43,Briuselio kopūstų traškučiai,4 asm.,https://www.15min.lt/maistas/receptas/briuselio-kopustu-traskuciai-7950,https://s1.15min.lt/static/cache/MjIweDIwMCw1MzV4NTk2LDYxNjE2MyxvcmlnaW5hbCwsaWQ9MzQ4MDk2MiZkYXRlPTIwMTclMkYxMSUyRjEzLDExNTMxMjg2NDc=/briuseliniai-kopustai-5a097024dbae6.jpg
44,Keptos starkio filė su smidrais ir žaliaisiais žirneliais,4 asm.,https://www.15min.lt/maistas/receptas/keptos-starkio-file-su-smidrais-ir-zaliaisiais-zirneliais-7948,https://s1.15min.lt/static/cache/MjIweDIwMCwsNjE2MTYzLG9yaWdpbmFsLCxpZD00NTg4NjE2JmRhdGU9MjAxOSUyRjA0JTJGMDEsMjk1ODI3MDE4Mw==/keptos-starkio-file-su-smidrais-ir-zaliaisiais-zirneliais-5ca1bfcf4db26.jpg
45,Itališkas velykinis desertas „mona de pasqua“,6 asm.,https://www.15min.lt/maistas/receptas/italiskas-velykinis-desertas-mona-de-pasqua-7946,https://s1.15min.lt/static/cache/MjIweDIwMCwsNjE2MTYzLG9yaWdpbmFsLCxpZD00NjI1MDY4JmRhdGU9MjAxOSUyRjA0JTJGMTcsMTg3NzIwMjM4MQ==/ispaniskas-pyragas-tarta-da-pascualina-5cb6e8855a1e9.jpg
46,Sūrūs įvairių sėklų krekeriai su morkomis be glitimo,6 asm.,https://www.15min.lt/maistas/receptas/surus-ivairiu-seklu-krekeriai-su-morkomis-be-glitimo-7944,https://s1.15min.lt/static/cache/MjIweDIwMCwsNjE2MTYzLG9yaWdpbmFsLCxpZD00NjA0MDQwJmRhdGU9MjAxOSUyRjA0JTJGMDgsNDIzODc2ODc4NQ==/darzoviu-tarta-su-kreminiu-idaru-5caae6a82752a.jpg
47,Žolelėmis ir česnakais pagardintas ėriukas prancūziškai,6 asm.,https://www.15min.lt/maistas/receptas/zolelemis-ir-cesnakais-pagardintas-eriukas-prancuziskai-7942,https://s1.15min.lt/static/cache/MjIweDIwMCwsNjE2MTYzLG9yaWdpbmFsLCxpZD00NjI1MDU0JmRhdGU9MjAxOSUyRjA0JTJGMTcsMTYzNjg1NzE1Mg==/ispaniskas-pyragas-tarta-da-pascualina-5cb6e882b806f.jpg
48,Veganiškas nesaldus pyragas su burokėliais ir avinžirniais,4 asm.,https://www.15min.lt/maistas/receptas/veganiskas-nesaldus-pyragas-su-burokeliais-ir-avinzirniais-7940,https://s1.15min.lt/static/cache/MjIweDIwMCwsNjE2MTYzLG9yaWdpbmFsLCxpZD00NjA4Mjk2JmRhdGU9MjAxOSUyRjA0JTJGMTAsMzEwNDU5Nzc0MA==/nesaldus-pyragas-su-burokeliais-ir-avinzirniais-5cad8c9ae8571.jpg
49,Pica traškiu sūrio kraštu,4 asm.,https://www.15min.lt/maistas/receptas/pica-traskiu-surio-krastu-7938,https://s1.15min.lt/static/cache/MjIweDIwMCwzNDl4MjY1LDYxNjE2MyxvcmlnaW5hbCwsaWQ9NDYwNDI4NiZkYXRlPTIwMTklMkYwNCUyRjA4LDE3Nzk5MjUxNDI=/pica-traskiu-surio-krastu-5cab06f254297.jpg
50,Vištienos petukai su imbieru,4 asm.,https://www.15min.lt/maistas/receptas/vistienos-petukai-su-imbieru-7936,https://s1.15min.lt/static/cache/MjIweDIwMCwsNjE2MTYzLG9yaWdpbmFsLCxpZD00NjE2NjA0JmRhdGU9MjAxOSUyRjA0JTJGMTMsMjkwNzUxNTgwMA==/vistienos-petukai-su-imbieru-5cb195d85f24b.jpg
51,Ypatingos grikių „tabbouleh“ salotos,2 asm.,https://www.15min.lt/maistas/receptas/ypatingos-grikiu-tabbouleh-salotos-7934,https://s1.15min.lt/static/cache/MjIweDIwMCw5MTF4NTc1LDYxNjE2MyxvcmlnaW5hbCwsaWQ9NDYwNTU3OCZkYXRlPTIwMTklMkYwNCUyRjA4LDMzMTc0MjIzNjk=/grikiu-tabbouleh-salotos-5cab53ea5a9af.jpg
52,Velykiniai sausainiai su klevų sirupu,6 asm.,https://www.15min.lt/maistas/receptas/velykiniai-sausainiai-su-klevu-sirupu-7932,https://s1.15min.lt/static/cache/MjIweDIwMCwsNjE2MTYzLG9yaWdpbmFsLCxpZD00NjE4NzEwJmRhdGU9MjAxOSUyRjA0JTJGMTQsMzQ4NTE2MjEwNg==/velykiniai-sausainiai-su-klevu-sirupu-5cb2dd6d8ac63.jpg
53,Linksmai atrodantis varškės pyragas „Kiaušinienė“ Velykoms,10 asm.,https://www.15min.lt/maistas/receptas/linksmai-atrodantis-varskes-pyragas-kiausiniene-velykoms-7930,https://s1.15min.lt/static/cache/MjIweDIwMCwzMzR4MzgwLDYxNjE2MyxvcmlnaW5hbCwsaWQ9NDYxMDYyNiZkYXRlPTIwMTklMkYwNCUyRjExLDE4NDA5MTY3Mg==/nekeptas-varskes-pyragas-kiausiniene-5caee8ccc4159.jpg
54,Paprikų ir pievagrybių užtepėlė,4 asm.,https://www.15min.lt/maistas/receptas/papriku-ir-pievagrybiu-uztepele-7928,https://s1.15min.lt/static/cache/MjIweDIwMCwsNjE2MzUwLG9yaWdpbmFsLCxpZD02NjIyOTQmZGF0ZT0yMDEyJTJGMTElMkYxNywyOTQ0ODY2Mzg0/keptu-papriku-uztepele-50a771b1386d9.jpg
55,Sūdytos lašišos užtepėlė,4 asm.,https://www.15min.lt/maistas/receptas/sudytos-lasisos-uztepele-7926,https://s1.15min.lt/static/cache/MjIweDIwMCw1MjJ4MzM4LDYyMTkxNyxvcmlnaW5hbCwsaWQ9MTI5MTQ1OCZkYXRlPTIwMTQlMkYxMiUyRjE4LDkwNzU4ODY4Mw==/rukytos-zuvies-uztepele-5492bedf5b833.jpg
56,Keksiukai su rikota ir bazilikų kremu,6 asm.,https://www.15min.lt/maistas/receptas/keksiukai-su-rikota-ir-baziliku-kremu-7924,https://s1.15min.lt/static/cache/MjIweDIwMCwsNjE2MTYzLG9yaWdpbmFsLCxpZD00NjI3MzM4JmRhdGU9MjAxOSUyRjA0JTJGMTgsNDUzNzU3NjE0/citrininis-keksas-be-pieno-produktu-5cb846e979efc.jpg
57,Varškės keksas su juodaisiais serbentais be pridėtinio cukraus,10 asm.,https://www.15min.lt/maistas/receptas/varskes-keksas-su-juodaisiais-serbentais-be-pridetinio-cukraus-7922,https://s1.15min.lt/static/cache/MjIweDIwMCwsNjE2MTYzLG9yaWdpbmFsLCxpZD00NjI3MzQyJmRhdGU9MjAxOSUyRjA0JTJGMTgsMzIxOTQ1NTIwNQ==/citrininis-keksas-be-pieno-produktu-5cb846ea40d4b.jpg
58,Citrininis keksas be pieno produktų,8 asm.,https://www.15min.lt/maistas/receptas/citrininis-keksas-be-pieno-produktu-7920,https://s1.15min.lt/static/cache/MjIweDIwMCwsNjE2MTYzLG9yaWdpbmFsLCxpZD00NjI3MzM2JmRhdGU9MjAxOSUyRjA0JTJGMTgsMzM2ODMzODk3NA==/citrininis-keksas-be-pieno-produktu-5cb846e92cc6c.jpg
59,Senovinė mielinė boba Velykom,8 asm.,https://www.15min.lt/maistas/receptas/senovine-mieline-boba-velykom-7918,https://s1.15min.lt/static/cache/MjIweDIwMCw1NjV4NTgzLDYxNjE2MyxvcmlnaW5hbCwsaWQ9NDYyNjcwNCZkYXRlPTIwMTklMkYwNCUyRjE4LDIzMDY2MjAxNjQ=/senovine-mieline-boba-5cb81ba5811bc.jpg
60,"Pavasariška galetė su sūriais, žaliomis daržovėmis ir putpelių kiaušiniais",4 asm.,https://www.15min.lt/maistas/receptas/pavasariska-galete-su-suriais-zaliomis-darzovemis-ir-putpeliu-kiausiniais-7916,https://s1.15min.lt/static/cache/MjIweDIwMCw0MDh4NjgzLDYxNjE2MyxvcmlnaW5hbCwsaWQ9NDYzMTM2NiZkYXRlPTIwMTklMkYwNCUyRjE5LDEwODIyNjAzMTU=/pavasariskas-nesaldus-pyragas-5cb9c73ea56ba.jpg
61,Vokiškas trijų rūšių mėsos troškinys „Pichelsteiner“,4 asm.,https://www.15min.lt/maistas/receptas/vokiskas-triju-rusiu-mesos-troskinys-pichelsteiner-7914,https://s1.15min.lt/static/cache/MjIweDIwMCw3NzR4NTExLDYxNjE2MyxvcmlnaW5hbCwsaWQ9NDYyOTMwMCZkYXRlPTIwMTklMkYwNCUyRjE5LDI0MTQ4MjE2OTI=/vokiskas-troskinys-pichelsteiner-5cb9688337809.jpg
62,Grikių „crème brûlée“,4 asm.,https://www.15min.lt/maistas/receptas/grikiu-creme-brulee-7912,https://s1.15min.lt/static/cache/MjIweDIwMCwsNjE2MTYzLG9yaWdpbmFsLCxpZD00NjIwMTY4JmRhdGU9MjAxOSUyRjA0JTJGMTUsNDA3MjUxNDg5Mw==/creme-brulee-5cb439609110e.jpg
